노래제목,가수,가사,대표 감정
가슴아 그만해,엠씨더맥스 (M.C the MAX),참 많이 사랑했다는 말이 내 가슴 끝에 걸려서 숨을 쉬면 한숨이 되고 눈을 감으면 눈물이돼 머리가 내 가슴을 혼내고 바쁘게 나를 보채도 떠난 네가 살아날 때마다 덜컥 다시 겁이 나 하루가 힘들어져 가슴아 눈물아 한숨아 사랑아 왜잊지 못하니 떨쳐 버리고 쉬지 못하니 제발 내게 말해줘 거짓말 이라도 좀 해줘 돌아 온다고 나에게 돌아오고 있다고 더 많이 안아줘야 했는데 더 예뻐해야 했는데 못난 네가 생각날 때마다 시린 눈물이 흘러 멈출 수가 없잖아 가슴아 눈물아 한숨아 사랑아 왜 잊지 못하니 떨쳐 버리고 쉬지 못하니 제발 내게 말해줘 거짓말이라도 좀 해줘 돌아 온다고 나에게 돌아오고 있다고 조금씩 무뎌지며 모두가 그렇듯 살겠죠 슬퍼서 죽지는 않겠죠 그 이름 그 얼굴 그 웃음 그 전부를 어떻게 잊겠니 수많은 너를 안고 사는데 그렇게 나 견딜께 그렇게 믿고 살아 볼께 오늘 하루만 버티면 네가 돌아 온다고 가슴아 다시 돌아 올꺼야...,슬픔
사랑앓이,FTISLAND (FT아일랜드),그리울 때 눈 감으면 더 잘 보이는 그런 사람 잊으려 하고 지우려 하면 더 많이 생각나는 사람 그 사람 꼭 올 거라고 내 가슴에 해로운 거짓말을 하고 꼭 올 거라는 말은 안 했지만 기다릴 수 밖에 없는 사람 너무나 많이 사랑한 죄 널 너무나 많이 사랑한 죄 난 너로 인해 그 죄로 인해 기다림을 앓고 있다고 내가 더 많이 사랑한 죄 널 너무나 많이 그리워한 죄 난 너로 인해 그 죄로 인해 눈물로 앓고 있다고 이렇게 그 사람 꼭 올 거라고 내 가슴에 해로운 거짓말을 하고 꼭 올 거라는 말은 안 했지만 기다릴 수 밖에 없는 사람 너무나 많이 사랑한 죄 널 너무나 많이 사랑한 죄 난 너로 인해 그 죄로 인해 기다림을 앓고 있다고 내가 더 많이 사랑한 죄 널 너무나 많이 그리워한 죄 난 너로 인해 그 죄로 인해 눈물로 앓고 있다고 헤어짐은 늘 빠른 사람 잊혀짐은 늘 더딘 사람 늘 나에게만 늘 모진 사람 나 혼자 앓고 있었다고 그대 나를 이렇게 멀리 떠나가야만 했니 그대 나를 이렇게 멀리 떠나가야만 했니 그저 내 목숨 다 바쳐 사랑할 사람 이제 날 잊고 살아갈 무정한 사람 그저 내 전부를 다 바쳐 사랑할 사람 이제 날 잊고 살아갈 너 내 목숨 다 바쳐서 사랑할 사람 내게는 눈물만 주고 간 사람 늘 나에게만 늘 모진 사람 나 혼자 앓고 있었다고 내가 더 많이 사랑한 죄 널 너무나 많이 그리워한 죄 난 너로 인해 그 죄로 인해 눈물로 앓고 있다고 이렇게,슬픔
사랑..그게 뭔데,양파,무슨 뜻인 건가요 지금 한 그 말 잊으라는 지우라는 차가운 한 마디 믿어지지 않아요 거짓말 같아 왜 우리가 왜 우리가 헤어져야 해 제발 말해줘요 잘못 들은 거라고 이러다 내 가슴이 터지기 전에 대체 네가 뭔데 날 울려 날 울려 어떻게 네가 날 떠나가 이렇게 버릴걸 왜 나를 가졌니 사랑 그게 뭔데 이토록 가슴에 힘겨운 상처만 남겨놔 너 아닌 누구도 이제 다신 품을 수 없게 나를 알잖아요 여린 사람이란 걸 왜 기어코 자꾸 날 독해지게 해 대체 네가 뭔데 날 울려 날 울려 어떻게 네가 날 떠나가 이렇게 버릴걸 왜 나를 가졌니 사랑 그게 뭔데 이토록 가슴에 힘겨운 상처만 남겨놔 너 아닌 누구도 이제 다신 품을 수 없게 도대체 어쩌라고 날 더러 날 더러 왜 나를 미치게 만들어 네까짓 게 뭔데 날 아프게 해 그런 너를 위해 지금껏 모든 걸 다 줬던 내가 난 더 미워 그런 널 아직도 사랑하는 내가 더 미워 사랑해 사랑해 사랑해 사랑해 아직도 너를 사랑해 사랑해 사랑해 영원히 돌아와 돌아와 나의 곁으로 제발,분노
사랑의 인사,씨야,비내리는 거릴 좋아 했었죠 우산없이 나와 함께 걸었죠 다시 내리는 비에 그대 생각나 눈물날 것 같은데 둘이 걷다보면 나를 위해서 습관처럼 왼쪽 편에 세웠죠 내 여자라고 내가 지켜야 한다고 버릇처럼 말했죠 좋은 사람 꼭 만날 거라 했는데 그 약속 지키지 못할 것 같아 내겐 그대가 하나뿐이라 다른 사랑 못할 것 같아요 이제는 나를 찾아오지 말라고 가슴에 멍드는 말을 하고서 지나가는 발소리 그대이기를 원하고 또 원하죠 가끔 그대 어깨 기대 잠들면 아무 말도 없이 안아주었죠 고마웠다고 이젠 말할수 있는데 그댄 어디 있나요 좋은 사람 꼭 만날 거라 했는데 그 약속 지키지 못할 것 같아 내겐 그대가 하나뿐이라 다른 사랑 못할 것 같아요 이제는 나를 찾아오지 말라고 가슴에 멍드는 말을 하고서 지나가는 발소리 그대이기를 원하고 또 원하죠 보고파 소리쳐봐도 그리워 불러도 닿을 수가 없는 그댄가봐 이젠 나를 잊었나봐 그대가 못난 바보라고 할까봐 내 사랑 너무나 아낀 것 같아 괜한 자존심 하나 때문에 사랑한단 말도 못했어요 못잊어 그립다는 말도 못하고 그대가 나를 또 찾지 않을까 지나가는 발소리 그대이기를 원하고 또 원하죠,슬픔
Irony (아이러니),원더걸스,자꾸 첨이란 말을 너무 많이해 이런 감정은 첨이라며 말을 하는게 이상해 난 다른 여자들과 다르다는게 좀 수상해 내가 아는 애만 해도 몇 명인데 그 여자들은 아무 의미도 없다는게 이상해 그동안 사귀었던 여잔 뭐였는데 말이 도무지 안되잖아 *** 남잔 다 믿어서는 안된다고 하면서 너만 다르다고 말하는 건 뭐야 Irony 말도 안 돼 x 3 말도 안 되는 말 정말 여잔 다 가지고 놀기만 했었다면서 나만 다르게 생각한단 건 뭐야 Irony 말도 안 돼 x 3 말도 안 되는 말 정말 다른 남자 애들 안 좋은 얘기를 자꾸 내게 자세히 말해 주는게 너무 이상해 니 친구들 안 좋은 얘길 왜 내게 계속 말해 너만 안 그렇단 말이 좀 이상해 니 친구들 모두 너와 함께 다니잖아 말이 돼 친구들 모두 다 그러고 있는데 너만 안그러고 있는게 *** 반복 너무 진실한 것처럼 말이지 너무 그러니까 이상한거지 말을 곧이 곧대로 듣지 못하고 자꾸 의심하게 돼 믿지 못하고 잠시 생각해보면 니가 뭣하러 그렇게까지 나에게 환심을 사려 할까 싶어서 믿어보려고도 해봤어 하지만 수상해 아무래도 안되겠어 *** 반복,혐오
Tell me (Sampling From 'Two Of Hearts'),원더걸스,너도 날 좋아할 줄은 몰랐어 어쩌면 좋아 너무나 좋아 꿈만 같아서 나 내 자신을 자꾸 꼬집어봐 너무나 좋아 네가 날 혹시 안 좋아할까봐 혼자 얼마나 애태운지 몰라 그런데 니가 날 사랑한다니 어머나 다시 한 번 말해봐 Tell me tell me tell tell tell tell tell tell me 나를 사랑한다고 날 기다려왔다고 tell me tell me tell tell tell tell tell tell me 내가 필요하다 말해 말해줘요 tell me tell me tell tell tell tell tell tell me 자꾸만 듣고 싶어 계속 내게 말해줘 tell me tell me tell tell tell tell tell tell me 꿈이 아니라고 말해 말해줘요 어쩜 내 가슴이 이렇게 뛰니 가슴이 정말 터질 것 같아 네가 날 볼 때면 전기에 감전된 사람처럼 전기가 올라 얼마나 오래 기다린지 몰라 얼마나 오래 꿈꿨는지 몰라 그런데 네가 날 사랑한다니 어머나 다시 한 번 말해봐 Tell me tell me tell tell tell tell tell tell me 나를 사랑한다고 날 기다려왔다고 tell me tell me tell tell tell tell tell tell me 내가 필요하다 말해 말해줘요 tell me tell me tell tell tell tell tell tell me 자꾸만 듣고 싶어 계속 내게 말해줘 tell me tell me tell tell tell tell tell tell me 꿈이 아니라고 말해 말해줘요 tell me tell me tell me you want me want me want me too Tell me tell me tell me you love me too love me too 얼마나 오래 기다린지 몰라 얼마나 오래 꿈꿨는지 몰라 그런데 네가 날 사랑한다니 어머나 다시 한 번 말해봐 Tell me tell me tell tell tell tell tell tell me 나를 사랑한다고 날 기다려왔다고 tell me tell me tell tell tell tell tell tell me 내가 필요하다 말해 말해줘요 tell me tell me tell tell tell tell tell tell me 자꾸만 듣고 싶어 계속 내게 말해줘 tell me tell me tell tell tell tell tell tell me 꿈이 아니라고 말해 말해줘요 Tell me tell me tell tell tell tell tell tell me tell tell tell tell tell tell me tell me tell me,중립
톡!톡!톡! (Toc Toc Toc)(CF - 투싼 '이효리'편),이효리,Yeah turn the Lights off get you’re freak on mami It’s time for U to shake that mami Girl U know da deal So u better teach’em somthin’ talk to them 아슬아슬 훔쳐보는 니 시선이 느껴지지 살금살금 다가오는 니 숨소리 들려 오지 내 방 앞에 멈춰 있는 발걸음이 느껴질 때 두근두근 설레이는 내가슴은 Hot in here 살며시 단 둘이 단 둘이 놀아 아무도 모르게 이제 널 초대해 Come on Come on 이 밤의 fantasy 내게 노크를 해줘 Baby Toc Toc Toc 나의 마음을 열어줘 Honey 꼭꼭꼭 오늘밤 우린 Crazy 오늘 난 너의 Lady 불같은 느낌은 On n On n On n On 빗물처럼 촉촉하게 내 입술이 젖어 들지 바람처럼 나른하게 네 숨결이 불어오지 머리부터 발끝까지 네 손길이 스쳐질 때 태양처럼 달아오른 이 시간은 Hot in here 살며시 단 둘이 단 둘이 놀아 아무도 모르게 이제 널 초대해 Come on Come on 이 밤의 fantasy 내게 노크를 해줘 Baby Toc Toc Toc 나의 맘을 열어줘 Honey 꼭꼭꼭 오늘밤 우린 Crazy 오늘 난 너의 Lady 불같은 느낌은 On n On n On n On 너의 그 부드러운 touch는 마치 티슈 나를 불태우며 녹여 니 뜨거운 키스 내게 전해져 니 맘이 On and On 나 또한 원해 널 너처럼 원해 Girl 오늘밤 나는 너의 All night love 너를 흠뻑 적셔줄께 소나기처럼 So follow me mam 어서 니 옷을 벗어 여기는 할로윈 파티도 아닐 뿐더러 더워 내게 노크를 해줘 Baby Toc Toc Toc 나의 맘을 열어줘 Honey 꼭꼭꼭 오늘밤 우린 Crazy 오늘 난 너의 Lady 불같은 느낌은 On n On n On n On 다시 노크를 해줘 Baby Toc Toc Toc 나의 문을 열어줘 Honey 꼭꼭꼭 어두운 별빛 아래 비밀스런 밤에 매일 밤 너와 나 On n On n On n On Hey U lady lady Don’t stop Shake it baby KK Make it crazy Let’s take it to the Top We won’t stop Hey U lady lady Don’t stop Shake it baby KK Make it crazy Let’s take it to the Top We won’t stop,분노
비행소녀,마골피,활주로를 떠나 비행기는 이제 어둠속을 날아요 서울의 야경은 물감처럼 번져 가고 저기 어딘가에 내가 아는 사람 손 흔들고 있을까 마지막의 인사를 해요 내가 가는 길이 너무 나도 힘든 이별의 길이지만 후회하지 않고 웃으면서 떠나 갔죠 사실 울고 있죠 많이 울고 있죠 창피하게 말예요 어둠 속을 날아 가죠 안녕 기억 안녕 입술로 되내어 보네 사랑해 라는 단 한마디 안녕 추억 안녕 너무나 눈물이 나요 영원히 그댈 사랑해요 안녕 어둠속을 떠나 비행기는 이제 어딘가에 내려요 낯설은 도시는 사실 많이 두렵지만 저기 어딘가에 내가 아는 사람 손 흔들고 있을까 마지막의 인사를 해요 안녕 기억 안녕 입술로 되내어 보네 사랑해 라는 단 한마디 안녕 추억 안녕 너무나 눈물이 나요 영원히 그댈 사랑해요 안녕 기억 안녕 입술로 되내어 보네 사랑해 라는 단 한마디 안녕 추억 안녕 너무나 눈물이 나요 영원히 그댈 사랑해요 안녕,두려움
So Fresh (Feat. 김태우) (위대한 캣츠비 OST 삽입곡),MC몽,야 우린 둘인데 심장은 하나네 나 답답해 니가 있어야 내가 살어 너 아니면 나 죽어 너의 미소 하나면 웃던 나야 블루 다이아 보다 빛나는 너야 하늘에 걸린 별이라도 따야 웃는다면 끝까지 따는 나야 I only love ya I'm not a playa 너만 지독하게 사랑했던 나야 Tell me show me that you love me 진실은 가려진채 난 또 울잖니 너 때문에 그나마 조금 웃어 너 때문에 죽고 싶어도 살어 너 때문에 뛰고 부딪혀 넘어져 너 때문에 돈이라도 벌려고 뛰어 내게 지쳐버린 당신께 무릎 꿇고 너에게 빌게 기필코 any thing I will do cuz I just wanna share my love with you 세상에 소리쳐 사랑한다고 말해줘 숨겨온 너의 슬픈 맘 놀라서 하늘 멀리 날아가 찾을 수 없게 더 크게 사랑한다 내게 말해줘 Any time any where no metter what I'll always be there 너와 나의 사이 아주 조그만 차이 이겨낼 순 없겠니 이젠 어른이 된 나이 YOU&amp;I 서로가 너무 다른 너와 나 YOU&amp;I 서로가 지기 싫어했던 너와 나 ME&amp;YOU keep it true 잘해왔어 no matter what we' been through 낮에도 밤에도 너 하나면 행복해 얼굴에 미소를 그려 it's you 두 팔 벌려 이 세상 끝까지 it's you 니가 용서 할 때까지 it's you 너에 아픔 지워질 때 you you 너만 사랑 할테니 우리의 사랑은 최고의 속도로 내 작은 가슴은 불타는 활주로 용광로보다 뜨거운 태양의 빛으로 우리는 저 끝으로 행복에 날개로 세상에 소리쳐 사랑한다고 말해줘 숨겨온 너의 슬픈 맘 놀라서 하늘 멀리 날아가 찾을 수 없게 더 크게 사랑한다 내게 말해줘 달콤한 느낌 향긋한 손길 So fresh All day By day All yes so fresh 널 향한 눈빛 태양같은 불빛 So fresh All day By day All yes so fresh 달콤한 느낌 향긋한 손길 So fresh All day By day All yes so fresh 널 향한 눈빛 태양같은 불빛 So fresh All day So fresh All yes so fresh 세상에 소리쳐 사랑을 말해줘 자 이제 시작해 사랑도 꿈도 너 였어 커다란 내 삶 빈 자릴 채웠어 너 아니면 누구도 채울 수 없어 평생을 비워뒀던 내 사랑이야 더 크게 사랑한다 내게 말해줘,분노
내 사람입니다,더 넛츠 (The NuTs),뵙고 싶었죠 당신이군요 그녀의 마음 흔든 그 사람 못났다 웃어도 좋아요 염치없지만 당신께 이렇게 무릎 꿇어요 내 사랑입니다 목숨 같은 내 여자입니다 부탁해요 부탁해요 그녈 흔들지 마요 내 전부입니다 그녀 없인 난 무너집니다 도와줘요 떠나줘요 그녀가 없어도 당신은 살잖아요 나는 안돼요 가진 게 없죠 그래요 나는 보잘 것 없죠 당신에 비해 하지만 내 안에 눈물은 팔아서라도 그녀를 행복케 해줄 거예요 내 전부입니다 그녀 없이 나 무너집니다 도와줘요 떠나줘요 그녀가 없어도 당신은 살잖아요 나는 안돼요 내 눈을 원하면 그대가 가져요 심장을 원하면 얼마든 가져요 내 숨을 원하면 그것도 가져요 그녀만은 하나만은 나에게서 제발 데려가지 말아요 날 울리지 마요 난 사랑합니다 그녀만을 참 사랑합니다 단 한 사람 단 한 사람 그녀가 있기에 숨 쉬며 살아가는 남자입니다,두려움
So Hot,원더걸스,왜 자꾸 쳐다보니 왜 내가 그렇게 예쁘니 아무리 그렇다고 그렇게 쳐다보면 내가 좀 쑥스럽잖니 내가 지나갈 때 마다 고갤 돌리는 남자들 뒤에서 느껴지는 뜨거운 시선들 어떻게 하면 좋을지 I'm so hot 난 너무 예뻐요 I'm so fine 난 너무 매력있어 I'm so cool 난 너무 멋져 I'm so so so hot hot 언제나 나를 향한 눈길들이 항상 따라오는 이 남자들이 익숙해 질 때도 된 것 같은데 왜 아직 부담 스러운지 조용히 살고 싶은데 다른 여자애들처럼 엄마는 왜 날 이렇게 낳아놔서 내 삶을 피곤하게 하는지 I'm so hot 난 너무 예뻐요 I'm so fine 난 너무 매력있어 I'm so cool 난 너무 멋져 I'm so so so hot hot I'm so hot 난 너무 예뻐요 I'm so fine 난 너무 매력있어 I'm so cool 난 너무 멋져 I'm so so so hot hot Everybody Watching me Cause I'm hot hot Everybody Wanting me Cause I'm hot hot 언제나 어디서나 날 따라 다니는 이 스포트 라이트 어딜가나 쫓아오지 식당 길거리 카페 나이트 도대체 얼마나 나일 들어야 이 놈의 인기는 사그러들지 원 섹시한 내눈은 고소영 아름다운 내 다린 좀 하지원 어쩌면 좋아 모두 나를 좋아 하는 것 같애 oh no please leave me alone all the boys be loving me girls be hating me they will never stop Cause they know I'm so hot hot I'm so hot 난 너무 예뻐요 I'm so fine 난 너무 매력있어 I'm so cool 난 너무 멋져 I'm so so so hot hot,놀라움
하루 하루,BIGBANG (빅뱅),떠나가 Ye the finally I reallize That I`m nu`ttin without you I was so wrong forgive me 파도처럼 부서진 내맘 바람처럼 흔들리는 내 맘 연기처럼 사라진 내 사랑 문신처럼 지워지지 않아 한숨만 땅이 꺼지라 쉬죠 내 가슴속에 먼지만 쌓이죠 Say good bye Ye 네가 없이는 단 하루도 못 살것만 같았던 나 생각과는 다르게도 그럭저럭 혼자 잘 살아 보고싶다고 불러봐도 넌 아무 대답없잖아 헛된 기대 걸어봐도 이젠 소용없잖아 네 옆에 있는 그 사람이 뭔지 혹시 널 울리진 않는지 그대 내가 보이긴 하는지 벌써 싹 다 잊었는지 걱정돼 다가가기 조차 말을 걸 수 조차 없어 애 태우고 나 홀로 밤을 지새우죠 수백번 지워내죠 돌아보지 말고 떠나가라 또 나를 찾지 말고 살아가라 너를 사랑했기에 후회 없기에 좋았던 기억만 가져가라 그럭저럭 참아볼만해 그럭저럭 견뎌낼만해 넌 그럴수록 행복해야돼 하루하루 무뎌져 가네 Oh girl I cry cry yo my all Say good bye 길을 걷다 너와 나 우리 마주친다 해도 못 본척 하고서 그대로 가던 길 가줘 자꾸만 옛 생각이 떠오르면 아마도 나도 몰래 그댈 찾아 갈지도 몰라 넌 늘 그 사람과 행복하게 넌 늘 내가 다른 맘 안 먹게 넌 늘 작은 미련도 안 남게끔 잘 지내줘 나 보란 듯이 넌 늘 저 하늘같이 하얗게 뜬 구름과도 같이 새파랗게 넌 늘 그래 그렇게 웃어줘 아무일 없듯이 돌아보지 말고 떠나가라 또 나를 찾지 말고 살아가라 너를 사랑했기에 후회 없기에 좋았던 기억만 가져가라 그럭저럭 참아볼만해 그럭저럭 견뎌낼만해 넌 그럴수록 행복해야돼 하루하루 무더져 가네 나를 떠나서 맘 편해지길 나를 잊고서 살아가줘 그 눈물은 다 마를 테니 ye 하루하루 지나면 차라리 만나지 않았더라면 덜 아플텐데 영원히 함께하자던 그 약속 이젠 추억에 묻어두길 바래 baby 널 위해 기도해 돌아보지 말고 떠나가라 또 나를 찾지 말고 살아가라 너를 사랑했기에 후회 없기에 좋았던 기억만 가져가라 그럭저럭 참아볼만해 그럭저럭 견뎌낼만해 넌 그럴수록 행복해야돼 하루하루 무뎌져 가네 Oh girl I cry cry Yo my all say goodbye bye Oh my love don`t lie lie Yo my heart say good bye,슬픔
Love,브라운아이드걸스,야릇야릇한 널 향한 나의 맘 들리니 I need you I love you 이런이런 날 어서 가져가줘 들리니 I need you I love you Oh 내 맘을 담아 날리는 내 kiss 너를 향한 사랑 담아 넌 아직 잘 모를 거야 내 맘이 어떤지 알면서도 이렇게 날 혼자 둔거니 L O V E 사랑이란 이름 아래 난 내 맘 대 로 지 이 너도 역시 날 좋아하고 있을 거라고 믿는다네 난 너를 그려 매 순간에 하루 종일 현실을 난 망각해 하지만 이럴 수 밖에 아른아른한 너의 목소리 들리니 I need you I love you 나긋나긋이 난 대답하겠지 들리니 I need you I love you 야릇야릇한 널 향한 나의 맘 들리니 I need you I love you 이런이런 날 어서 가져가줘 들리니 I need you I love you L O V E L O V E L O V E L O V E 아이 그러지 말고 얘기를 해봐 늦기 전에 말을 해봐 나 아닌 누군가로는 안되는 걸 알아 깐깐한 널 알잖아 나 밖엔 없잖아 내게 다가올 듯 말듯한 네 행동에 다른 사람들은 모르는 듯 해 언제나 니 시선의 그 끝은 바로 나나나 나였어 처음부터 느끼던 바였어 그대여 용기를 내 어서 솔직해져 봐 yeah that's all 아른아른한 너의 목소리 들리니 I need you I love you 나긋나긋이 난 대답하겠지 들리니 I need you I love you 야릇야릇한 널 향한 나의 맘 들리니 I need you I love you 이런이런 날 어서 가져가줘 들리니 I need you I love you I need you I want you I love you L O V E Fly 너와 함께라면 난 Cry I don't cry no more aiight 네 세계로 내가 들어가게 나에게로 다가와줘 ma babe 그 누가 나를 차지해도 I want you need you love you babe Is it all right Is it all right 그렇지 않잖아 모든 게 차이나 내 웃음 뒤에 숨긴 눈물이 흘러 내려 버리기 전에 나의 손을 잡아줘 그리고 내게 말해줘 L O V E 아른아른한 너의 목소리 들리니 I need you I love you 나긋나긋이 난 대답하겠지 들리니 I need you I love you 야릇야릇한 널 향한 나의 맘 들리니 I need you I love you 이런이런 날 어서 가져가줘 들리니 I need you I love you,기쁨
Nobody,원더걸스,You Know I still Love You Baby And it will never change I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody 난 싫은데 왜 날 밀어내려고 하니 자꾸 내 말은 듣지 않고 왜 이렇게 다른 남자에게 날 보내려 하니 어떻게 이러니 날 위해 그렇단 그 말 넌 부족하다는 그 말 이젠 그만해 넌 나를 알잖아 왜 원하지도 않는 걸 강요해 I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody 난 좋은데 난 행복한데 너만 있으면 돼 더 바랄게 없는데 누굴 만나서 행복하란 거야 난 널 떠나서 행복할 수 없어 날 위해 그렇단 그 말 넌 부족하다는 그 말 말이 안 되는 말이란 걸 왜 몰라 니가 없이 어떻게 행복해 I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody I don't want nobody body I don't want nobody body 나는 정말 니가 아니면 니가 아니면 싫단 말야 아 I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody Back to the days when we were so young and wild and free 모든게 너무나 꿈만 같았던 그 때로 돌아가고 싶은데 왜 자꾸 나를 밀어내려 해 why do you push me away I don't want nobody nobody Nobody nobody but you,슬픔
"서커스 (Feat. 임유경 - 달래 음악단 , ＄howgun)",MC몽,찬바람 불 때 내게 와 줄래 세상이 모질게 그댈 괴롭힐 때 신나게 놀자 웃자 한바탕 하 하 하 하 하 하 이 밤이 다 할 때까지 일명 악바리 나 돈벌이에 충실했던 예능계의 별이요 까불대던 몽이요 빛 따라 흔들흔들 따라갔던 딴따라 초심을 잃지 말고 음악하란 벌이다 관객들은 제페토 몽이는 피노키오 가끔은 대중을 속고 속이는 피노키오 거짓과 진실 그대들의 답이요 길고 짧은 건 눈대중으로 대충 키 높이요 Ready get set go 대포로 발사 온 몸을 날려 버리고 Ready get set go 대포로 발사 눈물을 날려 버리고 아무리 뻔뻔한 시츄에이션 엇갈리더라도 Just have some fun Show's Just begun 4번째 앨범 몽이와 함께 서커스에 모두 Welcome 찬바람 불 때 내게 와 줄래 세상이 모질게 그댈 괴롭힐 때 신나게 놀자 웃자 한바탕 하 하 하 하 하 하 이 밤이 다 할 때까지 전 국민 좌절금지 프로젝트 서커스 음악에 오직 그대만을 비춘 포커스 일등과 꼴찌 승자와 패자 칼이라도 뽑았으면 무라도 베자 눈물조차 아까워서 메마른 사람들 방 한 칸에 허덕여서 가난한 사람들 시련에 쓰린 상처 통곡한 사람들 전국민 좌절금지 프로젝트 서커스 Ready get set go 대포로 발사 온 몸을 날려 버리고 Ready get set go 대포로 발사 눈물을 날려 버리고 어차피 인생은 시트콤 누가 뭐라건 자기 밥그릇은 정해져 있는 법 Show's Just begun 4번째 앨범 몽이와 함께 서커스에 모두 Welcome 찬바람 불 때 내게 와 줄래 세상이 모질게 그댈 괴롭힐 때 신나게 놀자 웃자 한바탕 하 하 하 하 하 하 이 밤이 다 할 때까지 더 이상 울지 말아요 기가 막힌 세상 아픔은 잊어요 시간 맞춰 꼭 늦지 마세요 어서 모이세요 신나는 몽이 유랑단 찬바람 불 때 내게 와 줄래 세상이 모질게 그댈 괴롭힐 때 신나게 놀자 웃자 한바탕 하 하 하 하 하 하 신나는 몽이 유랑단,혐오
마지막 인사,BIGBANG (빅뱅),yes bigbang is back most definitely hey move b to the i to g bang bang b to the i to g bang bang b to the i to g bang bang about love i don't wanna be with out you girl 마지막 인사는 접어두길 바래 오늘 단 하루만큼은 i don't wanna be with out you girl 내 서툰 마음 까지 안고 가줘 i love you i need you girl baby baby baby 조금 어색하지만 서로 baby baby baby 아직 사랑하고 있는데 baby baby baby 두렵기는 하지만서도 끝이 보이지만 난 그래도 only you girl 상처만 가득히 모질게 날 대하던 너 어르고 달래 또 반복돼 널 피하던 나 어디서부터 어긋났을까 기나긴 고민 해답없는 문제속에 헤매여 난 미로 미로 속에 갇힌 길 잃은 방랑자 마냥 이도저도 못해 난 마냥 기다리기만 할 뿐 사뿐 사뿐히 내게 다가와주길 girl 우리 처음 만난 때 처럼 풋풋하던 그때 처럼 이런 이런 이런 저런 저런 저런 너와 내 사이의 끈 절대 놓지 말어 i don't wanna be with out you girl 마지막 인사는 접어두길 바래 오늘 단 하루만큼은 i don't wanna be with out you girl 내 서툰 마음 까지 안고 가줘 i love you i need you girl baby baby baby 조금 어색하지만 서로 baby baby baby 아직 사랑하고 있는데 baby baby baby 두렵기는 하지만서도 끝이 보이지만 난 그래도 only you girl 아무런 말 없이 떠나 연락없고 아무 말 않고 그러다 어느날 갑자기 나타나고 무슨 일 있었냔 듯 날 갖고 노는 건지 이게 사랑이 맞는 건지 하루에도 열두번 더 헷갈리고 about love 한 두번 갖고 놀던 장난감 넌 뭘 원했냐고 되물어봤어 달콤함은 아주 잠깐 우린 너무쉽게 녹아버린 솜사탕 지친 가슴 이젠 나도 막지 못 할 것만 같아 어서 날 잡아줘 떠나가기 전에 i don't wanna be with out you girl 마지막 인사는 접어두길 바래 오늘 단 하루만큼은 i don't wanna be with out you girl 내 서툰 마음 까지 안고 가줘 i love you i need you girl baby baby baby 조금 어색하지만 서로 baby baby baby 아직 사랑하고 있는데 baby baby baby 두렵기는 하지만서도 끝이 보이지만 난 그래도 only you girl 여전히 널 사랑하지만 내게는 너무나 소중하지만 ye 누구도 네 자릴 메꿀 수 없는걸 i know you know그냥 조용히 날 안아줘 i don't wanna be with out you girl 마지막 인사는 접어두길 바래 오늘 단 하루만큼은 i don't wanna be with out you girl 내 서툰 마음 까지 안고 가줘 i love you i need you girl baby baby baby 조금 어색하지만 서로 baby baby baby 아직 사랑하고 있는데 baby baby baby 두렵기는 하지만서도 끝이 보이지만 난 그래도 only you girl b to the i to g bang bang b to the i to g bang bang b to the i to g bang bang come on come on come on b to the i to g bang bang b to the i to g bang bang 끝이 보이지만 난 그래도 only you girl about love,슬픔
